,lon,lat,cd_municipio,demanda_manha,demanda_tarde,demanda_noite,dia
247,-22.74164486,-43.3757782,Belford Roxo,1.0,3.0,1.0,sex
248,-22.72937906,-43.35910694,Belford Roxo,0.0,4.0,1.0,sex
249,-22.726716825,-43.4262036,Belford Roxo,0.0,4.0,0.0,sex
250,-22.754767625,-43.400588158333335,Belford Roxo,0.0,0.0,0.0,sab
251,-22.72718864,-43.33814786,Belford Roxo,0.0,0.0,0.0,sab
252,-22.727969271428574,-43.40784574285714,Belford Roxo,0.0,0.0,0.0,sab
253,-22.75699152,-43.37362404,Belford Roxo,0.0,0.0,0.0,sab
254,-22.736815888888888,-43.39183754444444,Belford Roxo,0.0,1.0,0.0,sab
255,-22.721211725,-43.3805185,Belford Roxo,1.0,2.0,0.0,sab
256,-22.7722829,-43.398626560000004,Belford Roxo,1.0,0.0,0.0,sab
257,-22.74289465,-43.41504726428572,Belford Roxo,1.0,0.0,0.0,sab
258,-22.709695775,-43.409594049999995,Belford Roxo,0.0,0.0,0.0,sab
259,-22.756621345454548,-43.41087104545454,Belford Roxo,1.0,0.0,0.0,sab
260,-22.7124572,-43.3315173,Belford Roxo,0.0,0.0,0.0,sab
261,-22.74164486,-43.3757782,Belford Roxo,0.0,0.0,0.0,sab
262,-22.72937906,-43.35910694,Belford Roxo,0.0,0.0,0.0,sab
263,-22.726716825,-43.4262036,Belford Roxo,0.0,0.0,0.0,sab
264,-22.933282441666666,-43.19658320833334,Rio De Janeiro,4.0,6.0,2.0,seg
265,-22.85780482272727,-43.36528882272727,Rio De Janeiro,3.0,17.0,2.0,seg
266,-22.903690744444443,-43.5537644,Rio De Janeiro,0.0,8.0,1.0,seg
267,-22.855688096428572,-43.31716196071429,Rio De Janeiro,3.0,21.0,2.0,seg
268,-22.88559606,-43.41280981333333,Rio De Janeiro,3.0,9.0,3.0,seg
269,-22.80799975,-43.196521233333335,Rio De Janeiro,2.0,8.0,2.0,seg
270,-22.765344255555554,-43.44124961111111,Rio De Janeiro,1.0,7.0,1.0,seg
271,-22.911202827272728,-43.36298605454545,Rio De Janeiro,0.0,11.0,0.0,seg
272,-22.900674754545456,-43.275168,Rio De Janeiro,0.0,15.0,5.0,seg
273,-22.902086333333333,-43.628723050000005,Rio De Janeiro,0.0,6.0,0.0,seg
274,-22.875212375,-43.46929519375,Rio De Janeiro,1.0,13.0,2.0,seg
275,-22.84119197777778,-43.26604552222222,Rio De Janeiro,2.0,6.0,1.0,seg
276,-22.812644204166666,-43.35618109166666,Rio De Janeiro,4.0,16.0,3.0,seg
277,-22.828727095833333,-43.4032385,Rio De Janeiro,5.0,18.0,1.0,seg
278,-23.01434533333333,-43.447730033333336,Rio De Janeiro,0.0,3.0,0.0,seg
279,-22.980032625,-43.381716725,Rio De Janeiro,1.0,6.0,1.0,seg
280,-22.980224133333333,-43.59360496666667,Rio De Janeiro,0.0,2.0,1.0,seg
281,-22.67911865,-43.445020850000006,Rio De Janeiro,0.0,1.0,1.0,seg
282,-22.823853870833332,-43.306966333333335,Rio De Janeiro,3.0,18.0,2.0,seg
283,-22.933282441666666,-43.19658320833334,Rio De Janeiro,4.0,5.0,2.0,ter
284,-22.85780482272727,-43.36528882272727,Rio De Janeiro,7.0,11.0,2.0,ter
285,-22.903690744444443,-43.5537644,Rio De Janeiro,1.0,6.0,1.0,ter
286,-22.855688096428572,-43.31716196071429,Rio De Janeiro,5.0,19.0,2.0,ter
287,-22.88559606,-43.41280981333333,Rio De Janeiro,5.0,5.0,4.0,ter
288,-22.80799975,-43.196521233333335,Rio De Janeiro,3.0,7.0,1.0,ter
